area,adress,price,price_per_sqm,monthly_fee,size_in_sqm,date_sold
Södermalm,"Götgatan 128, 3tr",4850000,74615,2798.0,65,2023-02-03
Årsta,Möckelvägen 32,2650000,63095,3281.0,42,2023-02-03
Södermalm,Heleneborgsgatan 30,4500000,97826,2451.0,46,2023-02-02
Östermalm,"Körsbärsvägen 10, 5tr",5025000,94811,2664.0,53,2023-02-02
Vasastan,"Anna Steckséns Gata 15, 10 tr",4900000,128947,2387.0,38,2023-02-02
Vasastan,Hälsingegatan 10B,5760000,108679,2912.0,53,2023-02-02
Södermalm,"Lorensbergsgatan 5B, 5 tr",4500000,118421,1878.0,38,2023-02-02
Södermalm,Ringvägen 124,3350000,88158,1651.0,38,2023-02-02
Vasastan,"Tulegatan 42, 6tr",4900000,100000,2528.0,49,2023-02-02
Östermalm,"Eriksbergsgatan 1A, 5tr",6900000,127778,1770.0,54,2023-02-02
Vasastan,"Karlbergsvägen 29A, 1tr",6625000,120455,2531.0,55,2023-02-01
Östermalm,Valhallavägen 152B,5050000,105208,2006.0,48,2023-02-01
Vasastan,"Sankt Eriksgatan 87, 2tr",5350000,127381,1199.0,42,2023-02-01
Södermalm,"Maria Skolgata 77B, VÅN4",5050000,101000,3057.0,50,2023-02-01
Årsta,"Årstavägen 71, 3 tr",2970000,61237,3762.0,48,2023-02-01
Södermalm,Åsögatan 173,7615000,82772,5575.0,92,2023-02-01
Södermalm,"Reimersholmsgatan 8, 3 tr",4400000,91667,3135.0,48,2023-02-01
Södermalm,Lundagatan 48A,5300000,112766,2374.0,47,2023-02-01
Södermalm,"Borgargatan 6, 4 tr",5510000,96667,3052.0,57,2023-02-01
Södermalm,"Bondegatan 79, 2 tr",3920000,93333,2249.0,42,2023-02-01
Östermalm,Valhallavägen 164,6900000,127778,2688.0,54,2023-02-01
Södermalm,"Åsögatan 194, vån 4",5075000,101500,2797.0,50,2023-02-01
Södermalm,Heleneborgsgatan 52,4000000,119760,1820.0,33,2023-02-01
Vasastan,Tomtebogatan 40,4400000,122222,2018.0,36,2023-02-01
Södermalm,Pokalvägen 5,5825000,100431,3571.0,58,2023-02-01
Södermalm,Folkskolegatan 12,3500000,125000,2305.0,28,2023-02-01
Södermalm,Blekingegatan 36,4010000,95476,2146.0,42,2023-02-01
Vasastan,Vanadisvägen 7,5160000,86000,2720.0,60,2023-01-31
Årsta,Dellensvägen 35,2870000,56275,2884.0,51,2023-01-31
Årsta,"Siljansvägen 74, 5 / 7tr",3475000,63182,3764.0,55,2023-01-31
Vasastan,"Birkagatan 26, 4tr",6600000,103125,2952.0,64,2023-01-31
Vasastan,"Idungatan 8A, 2tr",6720000,122182,2205.0,55,2023-01-31
Södermalm,"Tavastgatan 15, 2 tr ACCEPTERAT PRIS",3400000,113333,2066.0,30,2023-01-31
Södermalm,"Åsögatan 92, 1 tr",5600000,100000,3245.0,56,2023-01-31
Södermalm,Bergsundsgatan 14,3350000,81707,3288.0,41,2023-01-31
Östermalm,"Wittstocksgatan 2, 1 / 2 tr",7600000,122581,3366.0,62,2023-01-31
Östermalm,Nybrogatan 62,5100000,124390,1072.0,41,2023-01-31
Årsta,Åmänningevägen 23,2590000,61667,3449.0,42,2023-01-31
Vasastan,Torsgatan 78,3995000,90795,2699.0,44,2023-01-31
Vasastan,"Sankt Eriksgatan 85A, mot gård",5150000,100980,1346.0,51,2023-01-31
Östermalm,Rådmansgatan 11,4375000,121528,1038.0,36,2023-01-31
Vasastan,"Vanadisplan 1, 3 tr",5550000,113265,1901.0,49,2023-01-31
Södermalm,Långholmsgatan 3,5415000,100278,2506.0,54,2023-01-31
Östermalm,Grev Magnigatan 10A,6600000,126923,3139.0,52,2023-01-31
Vasastan,"Döbelnsgatan 16A, 5tr",11800000,145679,3726.0,811,2023-01-31
Östermalm,Nybrogatan 72,5450000,123864,1950.0,44,2023-01-30
Vasastan,"Norrbackagatan 24, 4 tr.",5750000,108491,2288.0,53,2023-01-30
Östermalm,Valhallavägen 104,5800000,128889,1830.0,45,2023-01-30
Södermalm,"Ölandsgatan 49C, 2,5tr Gårdshus",6500000,108333,2482.0,60,2023-01-30
Vasastan,Gävlegatan 11,4150000,109211,1742.0,38,2023-01-29
Vasastan,Dalagatan 108 (31 / 1105),3495000,102794,2149.0,34,2023-01-29
Östermalm,"Rådmansgatan 11, 4 tr",4600000,124324,1130.0,37,2023-01-28
Södermalm,Timotejgatan 7,3750000,83333,2545.0,45,2023-01-28
Södermalm,Maria Prästgårdsgata 2 B,4000000,105263,2488.0,38,2023-01-28
Årsta,Eklångsvägen 19,2870000,67213,2720.0,42,2023-01-28
Vasastan,"Rödabergsgatan 9A 1,5 tr",4625000,102778,2658.0,45,2023-01-27
Östermalm,Linnegatan 16,7000000,127273,2969.0,55,2023-01-27
Södermalm,Timmermansgatan 37,4360000,96889,2585.0,45,2023-01-26
Vasastan,"Torbjörn Klockares Gata 2, 3tr",4340000,108500,2339.0,40,2023-01-26
Östermalm,Sturegatan 42,5500000,130952,1469.0,42,2023-01-26
Södermalm,Gotlandsgatan 67,4600000,86792,2054.0,53,2023-01-26
Vasastan,Tegnérgatan 55D,4650000,110714,2725.0,42,2023-01-26
Södermalm,"Brännkyrkagatan 88, 2 tr",5200000,94545,3210.0,55,2023-01-26
Östermalm,"Valhallavägen 22b, 4tr",3950000,103947,2428.0,38,2023-01-26
Södermalm,"Tegelviksgatan 30, 2 tr",4050000,80198,4088.0,50,2023-01-26
Fredhäll,Vitalisvägen 6,3265000,84805,2150.0,38,2023-01-26
Årsta,"Storsjövägen 38, 2tr",3420000,63333,3048.0,54,2023-01-25
Vasastan,"Gästrikegatan 3A, 1 tr",6300000,116667,3048.0,54,2023-01-25
Södermalm,Slipgatan 5,4050000,98780,2476.0,41,2023-01-25
Vasastan,"Norra Stationsgatan 119, 4tr",5300000,84127,4082.0,63,2023-01-25
Fredhäll,"Palmbladsvägen 2, 3tr",4650000,78814,4342.0,59,2023-01-25
Östermalm,Eriksbergsgatan 12 A,7800000,147170,1761.0,53,2023-01-25
Årsta,"Kolsnarsvägen 9, 3 tr",2960000,69321,2871.0,42,2023-01-25
Vasastan,"Surbrunnsgatan 60, 3 tr.",7050000,119492,3133.0,59,2023-01-25
Vasastan,"Norra Stationsgatan 64A, 6tr",3610000,103143,2428.0,35,2023-01-25
Vasastan,Teknologgatan 7A,5900000,113462,2933.0,52,2023-01-25
Södermalm,Tavastgatan 43,5650000,101802,3021.0,55,2023-01-25
Vasastan,"Norrtullsgatan 63, 2tr",3600000,100000,1886.0,36,2023-01-25
Södermalm,"Bondegatan 16B, 3 tr",6100000,105172,2495.0,58,2023-01-25
Södermalm,"Tjurbergsgatan 34, 1 tr",3900000,97500,2391.0,40,2023-01-25
Östermalm,Lill-Jans Plan 3A,7700000,118462,2684.0,65,2023-01-25
Vasastan,"Surbrunnsgatan 55, 9tr",5400000,93103,3576.0,58,2023-01-24
Vasastan,"Surbrunnsgatan 55, 7tr",4650000,80172,3725.0,58,2023-01-24
Vasastan,"Hälsingegatan 14F, 3 tr",6325000,126500,1729.0,50,2023-01-24
Östermalm,Valhallavägen 152 C,4150000,109211,1588.0,38,2023-01-24
Vasastan,"Dalagatan 86E, 2tr",4260000,112105,2415.0,38,2023-01-24
Östermalm,Östermalmsgatan 42,6620000,137917,2076.0,48,2023-01-24
Vasastan,Roslagsgatan 58,6000000,98361,3780.0,61,2023-01-24
Södermalm,Bohusgatan 57,3940000,85652,2473.0,46,2023-01-24
Vasastan,Torsplan 8,6550000,114912,4104.0,57,2023-01-24
Vasastan,"Hagagatan 52, 1tr",4660000,103556,2686.0,45,2023-01-24
Vasastan,Norrbackagatan 25 A,3950000,94048,2576.0,42,2023-01-24
Östermalm,Grevgatan 13 A,6275000,145930,1981.0,43,2023-01-24
Vasastan,"Sankt Eriksgatan 85A, 3tr innergården.",5740000,108302,1675.0,53,2023-01-24
Vasastan,Luntmakargatan 81,6995000,107615,1546.0,65,2023-01-24
Östermalm,Östermalmsgatan 68B,7650000,139091,2526.0,55,2023-01-24
Årsta,"Sandfjärdsgatan 29, 9 tr",2950000,49580,3517.0,59,2023-01-24
Årsta,Orrfjärdsgränd 4,3000000,51724,4068.0,58,2023-01-23
Vasastan,Sankt Eriksgatan 120,5275000,101442,3511.0,52,2023-01-23
Vasastan,"Karlbergsvägen 53A, 2 tr",6200000,114815,2365.0,54,2023-01-23
Södermalm,Bergsundsgatan 12,3750000,104167,2028.0,36,2023-01-23
Vasastan,Hagagatan 1,5350000,89167,3684.0,60,2023-01-23
Vasastan,"Anna Steckséns Gata 15, vån 2",4200000,110526,2387.0,38,2023-01-23
Södermalm,Fatburs kvarngata 7,4200000,68852,5337.0,61,2023-01-22
Vasastan,"Döbelnsgatan 93, 1tr",4800000,111628,1333.0,43,2023-01-21
Vasastan,Gävlegatan 26,3850000,113235,1700.0,34,2023-01-21
Södermalm,Bondegatan 75,4200000,95455,1767.0,44,2023-01-21
Vasastan,"Hagagatan 50A, 4 tr ö.g",5525000,102315,3321.0,54,2023-01-20
Södermalm,"Hallandsgatan 30, vån 3",3550000,93421,2346.0,38,2023-01-20
Vasastan,Nina einhorns gata 4,5300000,96364,3299.0,55,2023-01-20
Vasastan,Döbelnsgatan 67,5800000,126087,2821.0,46,2023-01-20
Östermalm,"Torstenssonsgatan 13A, 3 tr. över gården",8900000,125352,2865.0,71,2023-01-20
Vasastan,"Sonja Kovalevskys gata 6, vån 3",4665000,99255,2320.0,47,2023-01-19
Södermalm,Högbergsgatan 42A,6500000,93525,4576.0,69,2023-01-19
Vasastan,"Norra Stationsgatan 62B, 3tr",3500000,100000,2428.0,35,2023-01-19
Vasastan,"Torbjörn Klockares Gata 23, 3tr",5750000,82143,3809.0,70,2023-01-19
Södermalm,Anders Reimers väg 15,4380000,91250,3436.0,48,2023-01-19
Östermalm,Rådmansgatan 3,7700000,126230,4172.0,611,2023-01-18
Södermalm,"Ringvägen 151 B, 4 tr",3500000,89744,2122.0,39,2023-01-18
Södermalm,"Marmorgatan 1, 3tr",3800000,71698,3685.0,53,2023-01-18
Södermalm,"Grindsgatan 52, 5tr",3300000,83544,2070.0,39,2023-01-18
Östermalm,Engelbrektsgatan 12A,6800000,125926,2058.0,54,2023-01-18
Södermalm,"Gotlandsgatan 78, 3tr",5225000,96759,2828.0,54,2023-01-18
Vasastan,Upplandsgatan 67 nb ÖG,5200000,104000,2834.0,50,2023-01-18
Vasastan,Bråvallagatan 5,4800000,109091,2590.0,44,2023-01-18
Vasastan,Roslagsgatan 51,5700000,123913,2480.0,46,2023-01-18
Södermalm,Katarina Bangata 79,6050000,104310,480.0,58,2023-01-18
Östermalm,"Breitenfeldsgatan 7, 1 tr",7350000,128049,3665.0,57,2023-01-18
Årsta,"Årstavägen 81, 2tr",3260000,58214,4195.0,56,2023-01-17
Södermalm,"Tavastgatan 31, 2tr",6100000,100000,1674.0,61,2023-01-17
Södermalm,Södermannagatan 12,4210000,107949,2362.0,39,2023-01-17
Södermalm,"Renstiernas gata 25, 3 tr",5475000,97768,2300.0,56,2023-01-17
Södermalm,"Renstiernas gata 16, 4tr",6700000,110744,2360.0,60,2023-01-17
Årsta,Kolsnarsvägen 23,3250000,59963,3332.0,54,2023-01-17
Östermalm,Karlavägen 70,6500000,138298,1642.0,47,2023-01-17
Vasastan,"Johannes Plan 3, 3tr",10300000,124096,3360.0,83,2023-01-17
Södermalm,Södermannagatan 12,3925000,100641,2362.0,39,2023-01-17
Årsta,"Steningevägen 5, 7 tr",4960000,80000,3941.0,62,2023-01-17
Södermalm,Doktor Abelins Gata 4,4500000,107143,2333.0,42,2023-01-17
Vasastan,"Rödabergsbrinken 16, 1,5 tr",4680000,102857,2833.0,45,2023-01-16
Södermalm,"Heleneborgsgatan 40, 3 tr",4250000,101190,2398.0,42,2023-01-16
Vasastan,Torsgatan 42A,4650000,114815,2394.0,40,2023-01-16
Södermalm,Eriksdalsgatan 34,4050000,93103,2534.0,43,2023-01-16
Årsta,Sandfjärdsgatan 84,3000000,50420,4220.0,59,2023-01-16
Vasastan,"Rådmansgatan 75, vån 5",5600000,100000,4296.0,56,2023-01-16
Årsta,Möckelvägen 34,2400000,57143,3281.0,42,2023-01-15
Fredhäll,"Fredhällsgatan 5, 1,5 tr",3900000,97500,2187.0,40,2023-01-15
Vasastan,Torsgatan 42A,4600000,112195,2108.0,41,2023-01-15
Årsta,Slätbaksvägen 30,3300000,62264,3115.0,53,2023-01-14
Årsta,Sköntorpsvägen 115,2600000,63415,3773.0,41,2023-01-13
Vasastan,Upplandsgatan 43,5120000,124878,2123.0,41,2023-01-13
Vasastan,"Bråvallagatan 9B, 2 tr",4060000,102785,2244.0,39,2023-01-13
Södermalm,Blekingegatan 38,5050000,84167,3472.0,60,2023-01-13
Vasastan,Norrbackagatan 25 B,5400000,90000,3369.0,60,2023-01-13
Södermalm,"Råggatan 8, vån 2 / 2",2900000,77333,2136.0,37,2023-01-13
Östermalm,Kommendörsgatan 39,6900000,107813,1363.0,64,2023-01-13
Södermalm,Borgmästargatan 4A,3700000,97368,2271.0,38,2023-01-13
Årsta,"Rämensvägen 16, 3 tr",2950000,59000,4017.0,50,2023-01-13
Södermalm,Katarina bangata 17,7500000,115385,2546.0,65,2023-01-13
Vasastan,"Hagagatan 44B, BV",3825000,103378,1484.0,37,2023-01-12
Södermalm,Skånegatan 80 B,4475000,91327,1980.0,49,2023-01-12
Årsta,Siljansvägen 35,2800000,62222,3528.0,45,2023-01-12
Östermalm,"Karlavägen 4, 5 tr",7550000,132456,2152.0,57,2023-01-12
Vasastan,Torbjörn klockares gata 23,5280000,80000,3628.0,66,2023-01-12
Östermalm,Strandvägen 53A,8000000,200000,1816.0,40,2023-01-11
Årsta,Rämensvägen 28,2850000,64045,3495.0,44,2023-01-11
Vasastan,"Rådmansgatan 86, 3 tr",7400000,105714,2232.0,70,2023-01-11
Årsta,Bolmensvägen 4,3180000,67660,2311.0,47,2023-01-11
Södermalm,Fatburstrappan 18,5200000,69333,4793.0,75,2023-01-11
Årsta,"Årstavägen 131, våning 3 / 3",2650000,69737,3294.0,38,2023-01-05
Södermalm,Tullgårdsgatan 14,4660000,84727,3230.0,55,2023-01-05
Vasastan,Torsplan 8,6350000,105833,4260.0,60,2023-01-02
Östermalm,"Östermalmsgatan 32, 3 tr.",6000000,113208,3355.0,53,2022-12-30
Årsta,"Årstavägen 70, 5tr",3200000,58182,3464.0,55,2022-12-29
Vasastan,Döbelnsgatan 89,4400000,112821,967.0,39,2022-12-29
Södermalm,Katarina bangata 49,4700000,82456,3124.0,57,2022-12-29
Vasastan,"Sonja Kovalevskys Gata 3, vån 3",5350000,95536,2800.0,56,2022-12-28
Vasastan,Idungatan 1B,4350000,98864,2151.0,44,2022-12-28
Vasastan,Hagaesplanaden 80,3100000,89855,2610.0,34,2022-12-23
Vasastan,Torsgatan 56,4625000,107558,2075.0,43,2022-12-23
Årsta,Bråviksvägen 1,2100000,48837,2702.0,43,2022-12-21
Södermalm,Slipgatan 2,4960000,120976,2383.0,41,2022-12-21
Fredhäll,"Ernst Ahlgrens Väg 7, 3tr",3600000,81818,2416.0,44,2022-12-20
Södermalm,"Tavastgatan 28, 3 tr",3650000,101389,1938.0,36,2022-12-20
Vasastan,"Hagaesplanaden 74, 1 tr",3850000,86517,3184.0,44,2022-12-20
Södermalm,Tjärhovsgatan 52,5400000,88525,2195.0,61,2022-12-20
Vasastan,Hagaesplanaden 80,4100000,88172,3422.0,46,2022-12-19
Södermalm,Bjurholmsgatan 37,4100000,100000,1988.0,41,2022-12-19
Vasastan,Vulcanusgatan 13,3800000,108571,1861.0,35,2022-12-18
Östermalm,Riddargatan 21,8500000,121429,3354.0,70,2022-12-18
Vasastan,Sonja Kovalevskys Gata 11,4900000,89091,2750.0,55,2022-12-16
Vasastan,Norrtullsgatan 63,3450000,95833,1885.0,36,2022-12-16
Södermalm,Bondegatan 80,3875000,77500,3323.0,50,2022-12-16
Årsta,Borensvägen 25,2650000,64634,2394.0,41,2022-12-15
Vasastan,"Hagagatan 17 M, 5 tr",6175000,95000,3205.0,65,2022-12-15
Vasastan,Gävlegatan 26 6tr,4200000,105000,2000.0,40,2022-12-15
Östermalm,Skeppargatan 11,3960000,123750,1866.0,32,2022-12-15
Södermalm,Tegelviksgatan 33,5350000,86290,4299.0,62,2022-12-15
Vasastan,"Birger Jarlsgatan 103 B, 2 tr",4700000,112981,2112.0,41,2022-12-15
Årsta,"Siljansvägen 34, vån. 3 / 3",2900000,65169,3217.0,44,2022-12-15
Vasastan,Torbjörn klockares gata 21,5400000,93103,2347.0,58,2022-12-14
Vasastan,Västmannagatan 61 A,6200000,106897,2353.0,58,2022-12-14
Södermalm,Lundagatan 40B,3400000,100000,1782.0,34,2022-12-14
Årsta,Långhalsvägen 7,3350000,60909,3404.0,55,2022-12-14
Södermalm,"Tavastgatan 40, 3 tr",5320000,104314,2897.0,51,2022-12-14
Vasastan,"Anna Steckséns Gata 15, 4:1303",3900000,95122,2526.0,41,2022-12-14
Östermalm,Sibyllegatan 42,5550000,113265,3245.0,49,2022-12-13
Årsta,Borensvägen 30,2795000,49911,3997.0,56,2022-12-13
Södermalm,Dalslandsgatan 7,3400000,90667,1762.0,37,2022-12-13
Årsta,Storsjövägen 35,4100000,67213,4041.0,61,2022-12-12
Södermalm,Bysistorget 6,3870000,88966,1841.0,43,2022-12-12
Vasastan,"Dalagatan 60, 5 tr",7125000,129545,2149.0,55,2022-12-12
Södermalm,"Skolgränd 1, 2 tr",4125000,93750,2420.0,44,2022-12-11
Södermalm,"Kristinehovsgatan 5A, 3tr",3250000,92857,2242.0,35,2022-12-11
Vasastan,Tegnérgatan 5A,5275000,99528,2352.0,53,2022-12-09
Årsta,Borensvägen 38,2725000,68125,2957.0,40,2022-12-09
Vasastan,"Frejgatan 99, 4tr",5350000,121591,1869.0,44,2022-12-09
Vasastan,"Bråvallagatan 9 B, 3tr",4100000,120588,1931.0,34,2022-12-09
Vasastan,"Sigtunagatan 3A, 2tr",7500000,119048,2845.0,63,2022-12-09
Årsta,Siljansvägen 37,2900000,55769,3839.0,52,2022-12-09
Södermalm,Metargatan 9,3325000,99254,2234.0,33,2022-12-09
Södermalm,"Högbergsgatan 67, 4 tr",7380000,108529,765.0,68,2022-12-09
Södermalm,Råggatan 8,3500000,94595,2159.0,37,2022-12-09
Södermalm,Skånegatan 86,5700000,95000,3371.0,60,2022-12-09
Vasastan,Birkagatan 4,7500000,117188,3295.0,64,2022-12-09
Vasastan,Upplandsgatan 39,6850000,96479,2920.0,71,2022-12-08
Vasastan,"Upplandsgatan 32, 2 TR",6800000,100741,3519.0,67,2022-12-08
Vasastan,"Västmannagatan 13, 3 tr",7200000,130909,2885.0,55,2022-12-08
Vasastan,Upplandsgatan 45,6450000,111207,1549.0,58,2022-12-08
Vasastan,"Upplandsgatan 39, 4 tr",7900000,109722,3016.0,72,2022-12-08
Östermalm,Skeppargatan 22C,5000000,121951,1581.0,41,2022-12-08
Vasastan,Norrbackagatan 2  /  S:t Eriksgatan 65,4200000,65625,2504.0,64,2022-12-07
Södermalm,Fatburs kvarngata 32,4500000,71429,4062.0,63,2022-12-07
Årsta,Möckelvägen 11,2840000,60426,2311.0,47,2022-12-07
Södermalm,"Grindsgatan 52, 6 tr",3775000,83889,2143.0,45,2022-12-07
Årsta,"Sköntorpsvägen 115, 5 tr",2830000,69024,3144.0,41,2022-12-07
Södermalm,"Svartensgatan 8B, 2 tr",6400000,106667,2049.0,60,2022-12-07
Vasastan,"Tegnérgatan 55A, 6tr",4525000,145968,2089.0,31,2022-12-06
Vasastan,Torbjörn Klockares Gata 3,4450000,98889,2320.0,45,2022-12-06
Vasastan,Roslagsgatan 36,5400000,90000,2451.0,60,2022-12-06
Vasastan,"Västmannagatan 101, 1,5 TR",6000000,105263,2887.0,57,2022-12-06
Vasastan,"Kungstensgatan 63, 1 tr",6200000,103333,1988.0,60,2022-12-06
Vasastan,Ingemarsgatan 3B,3800000,108571,2043.0,35,2022-12-05
Årsta,Årstavägen 73,2950000,60825,3458.0,48,2022-12-05
Östermalm,Styrmansgatan 49,7000000,120690,3889.0,58,2022-12-05
Vasastan,"Karlbergsvägen 87A, 3 tr",5600000,93333,3236.0,60,2022-12-03
Östermalm,Valhallavägen 80A,4100000,93182,2560.0,44,2022-12-03
Vasastan,"Norrbackagatan 54, 1,5 tr",3700000,94872,2076.0,39,2022-12-03
Östermalm,Uggelviksgatan 12,5650000,88281,4218.0,64,2022-12-02
Södermalm,Ringvägen 86,4450000,82407,2702.0,54,2022-12-02
Vasastan,"Gästrikegatan 18A, 3tr. ög",6750000,125000,1939.0,54,2022-12-02
Årsta,Rämensvägen 11,2700000,52941,3978.0,51,2022-12-02
Årsta,Glindragränd 5,3325000,61574,3618.0,54,2022-12-02
Östermalm,"Nybrogatan 87A, 4 tr",5400000,135000,1781.0,40,2022-12-02
Vasastan,"Hälsingegatan 51, vån 4",5050000,93519,2700.0,54,2022-12-01
Södermalm,Åsögatan 192,4200000,83168,2365.0,50,2022-12-01
Årsta,Siljansvägen 26,2800000,62921,3005.0,44,2022-12-01
Södermalm,Brännerigatan 5,4650000,91176,2868.0,51,2022-12-01
Årsta,"Sköntorpsvägen 124, 8tr",3000000,51282,3546.0,58,2022-12-01
Fredhäll,"Ernst Ahlgrens Väg 6, 2 tr",3750000,91463,2173.0,41,2022-12-01
Vasastan,"Karlbergsvägen 48, 6tr",7050000,133019,3236.0,53,2022-12-01
Årsta,Skedviksvägen 20B,3350000,52756,4171.0,63,2022-11-30
Årsta,"Årstavägen 133, vån 2 / 4",2615000,68816,3167.0,38,2022-11-30
Östermalm,Engelbrektsgatan 14,9800000,128947,3284.0,76,2022-11-30
Fredhäll,Adlerbethsgatan 17,3070000,90294,1847.0,34,2022-11-30
Östermalm,Grev Turegatan 76,8100000,139655,2815.0,58,2022-11-30
